	caseid	turnout12	turnout12b	vote12	percent16	meet	givefut	info	march	sign	give12mo	compromise	ftobama	ftblack	ftwhite	fthisp	ftgay	ftjeb	fttrump	ftcarson	fthrc	ftrubio	ftcruz	ftsanders	ftfiorina	ftpolice	ftfem	fttrans	ftmuslim	ftsci	reg	demcand	repcand	vote16jb	vote16bc	vote16tc	vote16mr	vote16dt	presjob	lazyb	lazyw	lazyh	lazym	violentb	violentw	violenth	violentm	econnow	econ12mo	pid1d	pid2d	pid1r	pid2r	pidstr	pidlean	lcself	lcd	lcr	lchc	lcbo	lcdt	lcmr	lctc	srv_spend	campfin	immig_legal	immig_numb	equalpay	parleave	crimespend	death	terror_worry	terror_12mo	terror_local	relig_bc	relig_bcstr	relig_srv	relig_srvstr	incgap20	isis_troops	syrians_a	syrians_b	pc_a	pc_b	minwage	healthspend	childcare	getahead	ladder	finwell	warm	warmbad	warmcause	warmdo	freetrade	stopwhite	stopblack	forcewhite	forceblack	stop_12mo	arrested_12mo	charged_12mo	jailed_12mo	convict_12mo	famstop_12mo	stop_ever	arrested_ever	charged_ever	jailed_ever	convict_ever	famstop_ever	pk_deficit	pk_sen	pk_spend	birthright_a	birthright_b	femoff_jobs	femoff_ed	femoff_spend	femoff_issues	lpres_pleased	lpres_immig	lpres_la	vaccine	autism	bo_muslim	bo_confid	amer_ident	race_ident	whitework	whitejob	wguilt1	wguilt2	wguilt3	buycott	boycott	skintone_mob	skintone	skin_discrim	africanam10_1	white10_1	hispanic10_1	asianam10_1	nativeam10_1	other10_1	other10_open	birthyr	gender	race	race_other	educ	marstat	speakspanish	employ	employ_t	faminc	faminc2	state	votereg	pid3	pid7	ideo5	newsint	pew_bornagain	pew_churatd	religpew	religpew_t	ever_vs_12mo_rand
533	534.0	1		2.0	100	5	5	5	2	2	2	1	95.0	52.0	100	91.0	100.0	54.0	5.0	30.0	71.0	52.0	52.0	52.0	3.0	100.0	51.0	100.0	73.0	60.0	1	2	4.0			1.0		1.0	4	5	5	5	5	3	2	4	4	3	3		__NA__	1.0	__NA__	1.0		4	4	4	4	4	4	4	4	7	4	4	4	1	1	1	1		3.0	3	1	1.0	2	1.0	3	4	7.0		4.0		1	1	1	1	4	4	2	3	3	4	4	2	5	5	5	2.0	2.0	2.0	2.0	2.0	2.0							2	10.0	4		4.0		4.0	4.0		3	4.0		1	6	2	1.0	1	1	1.0	1.0	5.0	5.0	5.0	2	2	99	2.0	5	0.0	5.0	5.0	0.0	0	0.0		1972	2	1	__NA__	2	3	4	4.0	__NA__	97.0	99	24.0	1	1	1.0	3	3	2	6	1.0	__NA__	1
534	535.0	2			66	3	3	3	2	2	2	2	34.0	85.0	58	60.0	84.0	50.0	3.0	23.0	51.0	97.0	66.0	36.0	41.0	28.0	87.0	56.0	27.0	57.0	2	4	4.0	2.0				3.0	1	2	2	2	2	3	4	4	3	2	3		__NA__	3.0	__NA__		2.0	3	5	3	3	4	2	3	5	997	3	3	4	3	4	5	7		2.0	3	2	2.0	1	2.0	2	3		4.0		3.0	2	5	3	3	3	5	2	3	3	3	4	3	4	2	3							2.0	2.0	2.0	2.0	2.0	2.0	2	2.0	2	2.0		4.0			3.0	3		3.0	5	5	2	3.0	2	3	3.0	3.0	3.0	3.0	4.0	2	2	99	5.0	3	0.0	10.0	0.0	0.0	0	0.0		1988	1	1	__NA__	2	5	4	1.0	__NA__	4.0	99	47.0	2	3	8.0	2	2	2	2	10.0	__NA__	2
535	536.0	1		1.0	100	4	2	5	2	1	1	1		38.0	82	43.0	15.0	76.0	66.0	93.0	6.0	91.0	79.0	17.0	78.0	100.0	8.0	5.0	7.0	87.0	1	2	2.0	2.0	2.0				7	2	3	2	3	3	4	3	2	4	4		__NA__	2.0	__NA__	1.0		7	1	6	1	1	5	7	7	1	2	2	4	6	7	4	3		1.0	3	1	1.0	1	1.0	2	2		7.0	4.0		4	7	7	3	4	4	2	2	2	7	4	2	2	2	2	2.0	2.0	2.0	2.0	2.0	2.0							1	6.0	1	6.0		3.0		3.0		1		5.0	5	6	2	4.0	2	3	4.0	4.0	4.0	5.0	5.0	2	2	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1975	2	1	__NA__	6	3	4	1.0	__NA__	14.0	99	8.0	1	2	7.0	5	1	1	2	1.0	__NA__	1
536	537.0	1		2.0	100	2	4	3	2	2	2	1	100.0	91.0	97	93.0	99.0	0.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	89.0	100.0	95.0	90.0	95.0	1	1	11.0		1.0			1.0	1	3	3	5	3	3	3	3	3	1	2	1.0	__NA__		__NA__	1.0		1	1	5	1	1	5	5	7	7	7	2	4	1	2	4	4		5.0	5	2	1.0	2	1.0	1	7	2.0			3.0	1	2	4	3	2	2	1	2	1	1	2	2	4	2	5	2.0	2.0	2.0	2.0	2.0	2.0							2	6.0	4	5.0				4.0	4.0	3		5.0	4	6	2	1.0	5	5	2.0	5.0	5.0	5.0	4.0	2	1	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1938	1	1	__NA__	2	1	4	5.0	__NA__	6.0	99	27.0	1	1	1.0	2	1	2	6	11.0	__NA__	1
537	538.0	2			50	5	5	5	2	2	2	1	52.0	71.0	49	91.0	0.0	36.0	97.0	20.0	33.0	41.0	39.0	35.0	28.0	51.0	22.0	0.0	29.0	43.0	3	5		3.0			4.0		5	5	4	5	4	4	3	4	3	3	3		__NA__	1.0	__NA__	1.0		4	4	4	4	4	4	4	4	7	2	4	4	5	1	1	7	1.0	1.0	1	1	1.0	1	1.0	1	1	4.0		1.0		1	1	1	4	5	5	1	1	2	1	4	2	5	2	5	2.0	2.0	2.0	2.0	2.0	2.0							2	3.0	4		2.0	3.0		3.0		1		3.0	1	4	1	1.0	1	1						2	2	99	3.0	5	0.0	0.0	10.0	0.0	0	0.0		1965	2	3	__NA__	1	3	3	4.0	__NA__	1.0	99	34.0	3	1	1.0	4	3	1	1	1.0	__NA__	1
538	539.0	1		2.0	50	4	5	5	2	2	2	1	71.0	71.0	70	70.0	1.0	6.0	1.0	60.0	50.0	67.0	51.0	61.0	50.0	51.0	40.0	1.0	71.0	71.0	1	3	4.0		2.0			1.0	4	5	5	5	5	5	5	5	5	3	3	3.0	__NA__		__NA__		3.0	4	3	6	3	3	5	5	5	5	4	2	3	1	1	1	2		4.0	5	1	2.0	1	1.0	1	4		1.0	2.0		1	2	1	3	2	3	1	3	3	7	2	2	4	2	5							2.0	2.0	2.0	2.0	2.0	2.0	1	6.0	2	7.0		3.0	2.0			2		5.0	4	3	2	1.0	3	2						2	2	99	4.0	4	10.0	0.0	0.0	0.0	0	0.0		1979	1	2	__NA__	6	2	4	8.0	__NA__	2.0	99	17.0	1	3	3.0	3	3	2	1	6.0	__NA__	2
539	540.0	2			100	2	5	3	1	2	2	2	28.0	35.0	22	94.0	71.0	63.0	1.0	90.0	3.0	44.0	99.0	63.0	63.0	14.0	98.0	88.0	52.0	51.0	1	3	11.0		3.0		3.0		5	2	3	4	3	1	3	2	2	3	4		__NA__	3.0	__NA__		3.0	1	1	2	3	1	1	1	2	2	1	3	4	3	1	1	1		3.0	5	2	1.0	2	2.0	2	4		5.0		3.0	1	3	4	3	5	6	1	2	3	6	4	1	5	2	5	1.0	2.0	2.0	2.0	2.0	1.0							3	6.0	1		1.0		3.0		3.0	1		5.0	4	3	1	1.0	3	2						2	2	99	2.0	4	2.0	3.0	1.0	4.0	0	0.0		1990	1	3	__NA__	2	1	2	1.0	__NA__	2.0	99	6.0	1	3	4.0	6	2	2	3	11.0	__NA__	1
540	541.0	1		1.0	100	5	5	5	2	2	2	2	18.0	81.0	100	96.0	50.0	86.0	87.0	99.0	35.0	69.0	88.0	55.0	66.0	90.0	50.0	50.0	25.0	100.0	1	4	2.0	2.0		2.0			6	5	5	5	5	4	2	5	2	3	4	3.0	__NA__		__NA__		1.0	6	1	6	1	1	5	6	3	2	4	2	5	1	5	1	1		2.0	1	2	2.0	1	2.0	3	7		4.0	4.0		2	5	4	2	6	4	1	2	3	3	7	2	2	3	3	2.0	2.0	2.0	2.0	2.0	1.0							1	2.0	4	2.0				4.0	3.0	5	2.0		1	6	8		1	1	2.0	3.0	5.0	5.0	5.0	2	2	99	1.0	4	-8.0	-8.0	-8.0	-8.0	-8	-8.0		1934	1	1	__NA__	2	1	4	5.0	__NA__	3.0	99	24.0	1	3	5.0	4	2	2	6	11.0	__NA__	1
541	542.0	1		2.0	100	3	3	4	2	1	1	1	99.0	62.0	45	85.0	98.0	3.0	4.0	2.0	20.0	6.0	1.0	100.0	3.0	3.0	71.0	85.0	57.0	99.0	1	3	11.0			1.0		1.0	1	5	3	5	5	4	1	5	4	1	2	1.0	__NA__		__NA__	1.0		1	3	7	5	4	7	7	7	7	1	1	1	1	1	2	7		5.0	5	2	1.0	2	1.0	1	7	1.0		4.0		1	3	2	3	7	7	1	2	1	1	4	1	5	2	5							2.0	2.0	2.0	2.0	2.0	1.0	3	4.0	1	7.0		4.0		3.0		1		5.0	1	6	2	1.0	3	4	4.0	5.0	4.0	3.0	3.0	2	1	99	2.0	5	0.0	10.0	0.0	0.0	0	0.0		1960	2	1	__NA__	3	1	4	5.0	__NA__	4.0	99	45.0	1	1	1.0	1	1	2	6		__NA__	2
542	543.0	1		2.0	95	5	5	5	2	2	2	2	88.0	80.0	68	74.0	80.0	32.0	5.0	41.0	72.0	43.0	31.0	52.0	53.0	71.0	61.0	81.0	61.0	70.0	1	1	11.0		1.0		1.0		2	4	3	5	5	4	4	5	4	2	2	1.0	__NA__		__NA__	1.0		1	1	7	2	1	7	6	6	5	3	4	5	2	1	3	3	4.0	4.0	5	2	1.0	2	1.0	2	4		5.0		2.0	1	4	5	2	1	2	1	3	2	4	3	2	4	2	3							2.0	2.0	2.0	2.0	2.0	1.0	1	6.0	3	3.0			4.0	4.0		4	2.0		2	3	2	4.0	3	2						2	2	99	6.0	5	2.0	4.0	2.0	1.0	1	0.0		1955	2	2	__NA__	2	3	4	5.0	__NA__	8.0	99	13.0	1	1	1.0	2	3	2	5	11.0	__NA__	2
543	544.0	1		2.0	100	5	3	3	2	2	2	1	3.0	80.0	99	85.0	85.0	51.0	31.0	60.0	3.0	94.0	50.0	40.0	50.0	70.0	71.0	50.0	50.0	100.0	1	5	8.0		2.0			3.0	7	2	4	4	4	3	4	4	4	3	3		__NA__	4.0	Libertarian		1.0	5	1	7	1	1	6	6	7	4	2	2	3	2	3	4	3	4.0		5	2	2.0	1	2.0	1	3	5.0			4.0	1	4	4	4	4	2	1	2	1	2	3	3	3	3	3							1.0	1.0	1.0	2.0	1.0	2.0	1	6.0	1	6.0		1.0			1.0	4		5.0	1	6	2	1.0	1	3	1.0	5.0	5.0	5.0	5.0	1	1	2	99.0	5	0.0	10.0	0.0	0.0	0	0.0		1954	1	1	__NA__	6	1	4	1.0	__NA__	11.0	99	36.0	1	4	5.0	3	1	2	6	2.0	__NA__	2
544	545.0	2			0	5	5	5	2	2	2	2	2.0	86.0	86	73.0	86.0	28.0	73.0	15.0	1.0	53.0	18.0	64.0	55.0	86.0	51.0	85.0	51.0	85.0	2	5					4.0	2.0	7	5	5	5	5	3	3	3	2	3	3		__NA__	3.0	__NA__		3.0	5	1	1	1	1	4	2	2	5	4	5	5	1	1	1	5	1.0		1	2	1.0	2	1.0	1	1		7.0	3.0		1	1	1	2	7	7	1	2	3	4	4	4	4	3	5	2.0	2.0	2.0	2.0	2.0	2.0							1	4.0	1	7.0				4.0	4.0	5		2.0	1	5	1	2.0	1	5	2.0	3.0	5.0	5.0	2.0	2	2	2	99.0	4	0.0	10.0	0.0	0.0	0	0.0		1948	2	1	__NA__	2	1	4	5.0	__NA__		99	13.0	2	3	4.0	4	2	2	6	1.0	__NA__	1
545	546.0	1		2.0	100	3	3	3	1	2	2	1	99.0	94.0	96	96.0	96.0	3.0	2.0	0.0	89.0	3.0	3.0	88.0	3.0	86.0	89.0	81.0	89.0	99.0	1	1	6.0	1.0	1.0				1	5	5	5	5	5	5	5	5	3	2		__NA__	1.0	__NA__	1.0		2	2	7	3	2	6	6	7	5	1	2	4	1	1	3	4	5.0	5.0	5	2	1.0	2	1.0	1	6		2.0	2.0		1	3	4	2	5	5	1	2	1	1	4	2	4	2	4							1.0	1.0	2.0	1.0	1.0	1.0	1	6.0	1		3.0	4.0		4.0		4		5.0	1	6	2	1.0	2	4	2.0	5.0	3.0	4.0	4.0	1	1	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0	0	1956	1	1	__NA__	5	3	4	5.0	__NA__	6.0	99	27.0	1	1	1.0	2	1	2	6	11.0	__NA__	2
546	547.0	1		1.0	100	5	5	5	2	2	2	1	59.0	53.0	51	40.0	53.0	29.0	10.0	998.0	38.0	77.0	998.0	39.0	998.0	69.0	38.0	45.0	50.0	70.0	1	5	8.0	3.0			2.0		5	4	4	4	5	3	5	4	5	2	3	1.0	__NA__		__NA__	2.0		4	5	4	5	1	1	5	4	2	1	5	5	1	5	4	2	4.0	4.0	5	2	1.0	2	1.0	1	3	3.0		3.0		1	4	4	2	5	5	1	2	1	4	4	2	3	2	3	2.0	2.0	2.0	2.0	2.0	2.0							1	4.0	3		5.0	4.0	4.0			4	1.0		2	5	2	4.0	2	4	1.0	1.0	5.0	5.0	5.0	2	2	4	99.0	4	0.0	10.0	0.0	0.0	0	0.0		1962	2	1	__NA__	2	1	4	1.0	__NA__	8.0	99	55.0	1	1	8.0	3	2	2	5	2.0	__NA__	1
547	548.0	1		1.0	75	5	5	5	2	2	2	1	6.0	42.0	81	68.0	63.0	20.0	55.0	6.0	6.0	85.0	25.0	2.0	35.0	86.0	6.0	36.0	26.0	89.0	1	2	7.0			3.0		2.0	7	2	4	4	5	2	4	4	4	3	4	3.0	__NA__		__NA__		3.0	4	2	5	2	1	4	5	6	1	4	3	5	4	2	6	1		4.0	5	1	3.0	1	2.0	2	2	6.0		4.0		1	6	4	4	4	2	1	3	3	4	4	2	3	3	3	2.0	2.0	2.0	2.0	2.0	2.0							1	6.0	1		7.0			3.0	3.0	3	4.0		1	5	2	4.0	4	3	3.0	2.0	5.0	5.0	5.0	2	2	99	2.0	4	0.0	10.0	0.0	0.0	0	0.0		1974	1	1	__NA__	2	5	4	1.0	__NA__	6.0	99	4.0	1	3	4.0	3	2	2	6	10.0	__NA__	1
548	549.0	1		2.0	100	3	5	3	2	1	2	2	100.0	88.0	99	62.0	100.0	36.0	19.0	19.0	100.0	70.0	26.0	10.0	52.0	38.0	85.0	87.0	50.0	77.0	1	1	11.0		1.0		1.0		1	3	5	4	5	2	5	1	2	4	3	1.0	__NA__		__NA__	1.0		2	2	7	2	2	7	5	5	5	5	6	6	1	1	4	1	1.0	3.0	3	1	2.0	2	1.0	2	5	6.0			1.0	1	3	2	3	2	1	1	2	2	3	3	2	4	2	4	2.0	2.0	2.0	2.0	2.0	2.0							1	4.0	4	2.0		4.0		4.0		5	2.0		1	5	2	2.0	1	2	2.0	3.0	5.0	5.0	5.0	2	2	99	3.0	5	0.0	10.0	0.0	0.0	0	0.0		1963	2	1	__NA__	3	5	4	6.0	__NA__	5.0	99	39.0	1	1	1.0	3	2	2	6	11.0	__NA__	1
549	550.0	1		1.0	100	5	5	5	2	2	2	2	30.0	90.0	90	90.0	70.0	75.0	60.0	80.0	2.0	75.0	60.0	55.0	50.0	70.0	65.0	50.0	60.0	80.0	1	3	1.0				3.0	2.0	6	3	4	5	3	2	2	3	2	3	3	3.0	__NA__		__NA__		1.0	4	6	3	1	7	1	4	4	2	2	2	4	1	2	2	1	1.0		4	1	1.0	1	1.0	2	7	3.0			3.0	2	3	1	2	5	3	1	2	3	3	5	4	4	3	4							2.0	2.0	2.0	2.0	2.0	2.0	1	4.0	1	1.0		5.0		3.0		3		4.0	1	5	2	3.0	2	2	2.0	3.0	3.0	4.0	3.0	2	2	99	1.0	5	2.0	4.0	1.0	1.0	2	0.0		1948	1	1	__NA__	2	1	4	5.0	__NA__	6.0	99	36.0	1	3	5.0	3	2	1	2	1.0	__NA__	2
550	551.0	1		2.0	99	4	3	4	2	1	2	1	60.0	77.0	84	93.0	94.0	22.0	4.0	6.0	56.0	6.0	19.0	90.0	24.0	74.0	35.0	94.0	82.0	93.0	1	3	3.0		1.0	1.0			5	2	2	4	4	4	4	4	4	3	2		__NA__	1.0	__NA__	1.0		2	2	6	2	3	5	7	7	5	1	2	4	1	2	3	3	3.0	4.0	4	2	1.0	1	3.0	3	6		3.0		4.0	1	4	4	2	4	5	1	2	1	1	3	3	3	3	4	1.0	2.0	2.0	2.0	2.0	1.0							2	6.0	4		3.0	3.0	4.0			3		5.0	1	6	2	2.0	5	5	3.0	4.0	5.0	4.0	5.0	1	1	99	3.0	4	0.0		0.0	0.0	1	0.0		1992	2	1	__NA__	3	5	4	1.0	__NA__	4.0	99	29.0	1	1	1.0	2	1	2	5		__NA__	1
551	552.0	1		2.0	80	5	5	5	2	2	2	1	59.0	50.0	72	31.0	15.0	19.0	72.0	17.0	97.0	39.0	16.0	50.0	25.0	67.0	56.0	13.0	11.0	46.0	1	1		1.0			1.0		6	5	5	5	5	4	4	4	2	3	3		__NA__	1.0	__NA__	2.0		4	5	3	4	4	4	4	4	6	4	6	6	1	4	4	2	2.0	3.0	4	2	3.0	2	3.0	2	6	6.0		2.0		1	4	4	2	4	6	2	3	3	5	4	4	5	3	3							1.0	1.0	2.0	2.0	2.0	2.0	1	4.0	3	4.0		4.0		3.0		5		4.0	3	6	2	4.0	2	2	5.0	1.0	5.0	5.0	5.0	2	2	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1959	1	1	__NA__	2	5	4	2.0	__NA__	2.0	99	17.0	1	1	2.0	4	4	2	5	5.0	__NA__	2
552	553.0	1		2.0	99	5	4	4	2	2	2	1	22.0	38.0	53	48.0	28.0	1.0	68.0	92.0	0.0	75.0	56.0	1.0	13.0	87.0	3.0	16.0	41.0	38.0	1	5	2.0	3.0				2.0	7	3	3	4	5	4	4	4	4	4	3		__NA__	4.0	Sooal conservative, fiscal centre-let		3.0	4	1	7	2	1	6	6	7	3	6	4	5	4	2	2	2	2.0	4.0	5	1	1.0	1	1.0	1	1	6.0			4.0	1	4	3	2	7	6	2	2	2	3	6	3	3	3	3	2.0	2.0	2.0	2.0	2.0	1.0							1	7.0	2		7.0	3.0			2.0	4	4.0		2	6	2	1.0	2	4	1.0	3.0	5.0	5.0	5.0	2	1	2	99.0	5	0.0	8.0	1.0	0.0	0	1.0	Jewish	1992	1	1	__NA__	3	5	4	8.0	__NA__	10.0	99	39.0	1	4	5.0	3	2	2	4	1.0	__NA__	1
553	554.0	1		2.0	100	2	1	3	2	1	1	1	100.0	90.0	81	81.0	100.0	0.0	0.0	0.0	81.0	0.0	0.0	100.0	0.0	71.0	81.0	99.0	81.0	99.0	1	3	6.0	1.0		1.0			1	5	5	5	5	5	5	5	5	1	1		__NA__	1.0	__NA__	1.0		2	2	6	2	2	5	6	6	7	1	1	1	1	1	5	7		3.0	5	2	1.0	2	1.0	1	7		1.0		2.0	1	1	1	3	6	6	1	2	1	1	4	2	4	2	4							1.0	1.0	1.0	2.0	2.0	1.0	1	6.0	1		1.0	4.0		3.0		3		5.0	1	6	2	1.0	1	4	5.0	5.0	4.0	4.0	3.0	1	1	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1955	1	1	__NA__	5	5	4	2.0	__NA__	5.0	99	49.0	1	1	1.0	2	1	2	6	10.0	__NA__	2
554	555.0	1		2.0	100	4	4	4	2	2	2	2	100.0	100.0	1	100.0	100.0	4.0	2.0	52.0	100.0	51.0	1.0	1.0	41.0	50.0	100.0	100.0	100.0	90.0	1	1	11.0				1.0	1.0	1	5	5	5	5	5	1	5	4	1	1	1.0	__NA__		__NA__	1.0		1	1	7	1	1	7	7	7	5	4	7	7	4	4	4	4	1.0		1	2	1.0	1	1.0	1	2	7.0		4.0		1	1	1	2	4	4	1	2	1	1	1	2	5	2	5	2.0	2.0	2.0	2.0	2.0	1.0							1	8.0	2		7.0	4.0		4.0		5	2.0		7	1	2	3.0	3	1						2	2	99	5.0	3	10.0	0.0	0.0	0.0	0	0.0		1952	1	2	__NA__	2	2	4	6.0	__NA__	2.0	99	26.0	1	1	1.0	2	2	1	6	11.0	__NA__	1
555	556.0	1		1.0	100	5	5	5	2	2	2	1	6.0	72.0	69	4.0	1.0	1.0	100.0	98.0	1.0	42.0	82.0	3.0	32.0	87.0	3.0	0.0	50.0	51.0	1	5	2.0			2.0		2.0	7	2	3	2	1	1	4	3	1	5	5	2.0	__NA__		__NA__	1.0		7	1	6	1	1	5	3	6	1	1	7	1	1	4	1	1		1.0	5	2	1.0	1	1.0	1	1	7.0		4.0		2	4	1	1	7	7	2	3	3	7	1	5	5	3	3							1.0	1.0	2.0	1.0	2.0	2.0	1	4.0	4		7.0	3.0			2.0	3	1.0		1	6	1	1.0	1	1	2.0	1.0	1.0	5.0	5.0	2	2	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1953	1	1	__NA__	1	3	4	6.0	__NA__	2.0	99	29.0	1	2	7.0	5	1	1	6	12.0	__NA__	2
556	557.0	1		1.0	85	5	5	5	2	2	2	1	16.0	83.0	100	77.0	5.0		75.0	78.0	85.0	80.0	80.0	60.0	50.0	97.0	50.0	5.0		86.0	1	1		1.0		2.0			7	4	5	4	4	3	4	3	2	5	3		__NA__	4.0	was a democrat until the last few years now I am not sure but may be leaning rebublican		3.0	4	2	6	2	1	5	6	6	4	2	5	6	1	1	2	3	1.0	2.0	1	2	1.0	1	1.0	2	6		7.0	4.0		1	1	3	1	5	6	1	2	3	2	5	3	3	3	3	2.0	2.0	2.0	2.0	2.0	2.0							1	12.0	3	3.0		4.0		3.0		3		4.0	2	3	2	3.0	1	1	1.0	3.0	3.0	5.0	4.0	2	2	99	2.0	5	0.0	10.0	0.0	0.0	0	0.0		1958	2	1	__NA__	2	1	4	7.0	__NA__	97.0	99	48.0	1	4	8.0	3	1	1	5	1.0	__NA__	1
557	558.0	1		1.0	100	5	5	5	2	2	2	1	11.0	50.0	50	50.0	50.0	40.0	70.0	50.0	12.0	70.0	70.0	70.0	50.0	90.0	50.0	50.0	51.0	70.0	1	3				2.0	2.0		6	3	3	3	3	3	5	3	3	4	3		__NA__	2.0	__NA__	1.0		4	4	4	4	4	4	4	4	3	4	4	4	1	2	2	1		2.0	4	2	1.0	1	1.0	1	3	7.0			4.0	1	4	4	3	4	6	1	3	1	3	4	3	4	2	4	2.0	2.0	2.0	2.0	2.0	2.0							1	6.0	4	1.0			4.0	4.0		3	3.0		1	6	2	4.0	1	1	2.0	2.0	5.0	5.0	5.0	2	2	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1955	2	1	__NA__	2	3	4	6.0	__NA__	2.0	99	36.0	1	2	7.0	3	2	2	4	1.0	__NA__	1
558	559.0	1		2.0	100	1	1	1	1	1	1	1	94.0	100.0	61	84.0	93.0	55.0	1.0	31.0	82.0	60.0	12.0	88.0		20.0	91.0	93.0	94.0	78.0	1	3	8.0		1.0			1.0	2	5	3	5	5	5	3	5	5	2	2		__NA__	1.0	__NA__	1.0		1	2	6	3	2	6	6	7	6	2	1	2	1	1	5	5	3.0	5.0	5	2	1.0	2	2.0	1	3		2.0		1.0	1	2	2	3	3	3	1	2	1	2	3	2	4	2	5	1.0	2.0	2.0	2.0	2.0	1.0							1	6.0	1	6.0			3.0		3.0	2		5.0	2	5	2	1.0	4	1						1	1	99	6.0	3	10.0	0.0	0.0	0.0	0	0.0		1983	1	2	__NA__	5	5	4	1.0	__NA__	7.0	99	22.0	1	1	1.0	1	1	1	4	1.0	__NA__	1
559	560.0	1		2.0	100	2	2	3	1	2	2	1	11.0	16.0	37	86.0	53.0	15.0	3.0	3.0		12.0	6.0	19.0	8.0	76.0		43.0	4.0	96.0	1	3	6.0		1.0			1.0	7	4	3	4	4	1	3	3	2	2	3		__NA__	3.0	__NA__		2.0	3	1	7	2	1	6	6	7	3	1	1	5	1	1	4	1	2.0		5	2	1.0	2	1.0	1	2		7.0		3.0	1	4	5	3	6	5	1	2	1	2	3	2	3	2	3							2.0	2.0	2.0	2.0	2.0	2.0	3	6.0	1		3.0	1.0	1.0			3		5.0	1	6	2	2.0	1	1	2.0	3.0	5.0	5.0	3.0	2	2	99	2.0	5	2.0	3.0	2.0	2.0	1	0.0		1991	2	1	__NA__	5	5	4	1.0	__NA__	12.0	99	24.0	1	3	7.0	2	1	2	4	5.0	__NA__	2
560	561.0	1		2.0	90	1	2	5	2	2	2	1	81.0	50.0	52	53.0	63.0	84.0	65.0	17.0	57.0	57.0	12.0	59.0	14.0	25.0	23.0	48.0	50.0	90.0	1	1	1.0				2.0	2.0	2	5	5	5	5	5	5	5	5	2	2	2.0	__NA__		__NA__	2.0		4	2	7	2	1	4	7	7	6	1	3	1	1	1	4	7	2.0		4	2	1.0	2	1.0	1	5	5.0			1.0	1	3	1	2	6	6	1	2	1	1	1	3	5	3	5	2.0	2.0	2.0	2.0	2.0	2.0							1	6.0	1	3.0		4.0			4.0	3	4.0		1	6	2	1.0	3	5	5.0	5.0	5.0	5.0	5.0	1	1	1	99.0	5	0.0	10.0	0.0	0.0	0	0.0		1980	1	1	__NA__	6	5	4	1.0	__NA__	11.0	99	29.0	1	2	6.0	3	1	2	4	2.0	__NA__	1
561	562.0	1		2.0	99	1	1	1	1	1	1	1	80.0	50.0	50	55.0	50.0	40.0	22.0	35.0	67.0	45.0	15.0	55.0	30.0	51.0	50.0	50.0	55.0	90.0	1	1	1.0				1.0	1.0	2	4	4	4	4	4	4	4	4	2	3	1.0	__NA__		__NA__	1.0		2	2	6	2	2	3	6	7	5	3	2	3	1	2	4	7	3.0	4.0	2	1	3.0	1	2.0	2	3	1.0		8.0		1	2	1	3	5	6	1	2	1	1	2	3	3	3	4	2.0	2.0	2.0	2.0	2.0	2.0							1	6.0	1		4.0	3.0	2.0			4	5.0		2	6	2	1.0	3	4	4.0	5.0	4.0	4.0	4.0	1	1	2	99.0	4	0.0	10.0	0.0	0.0	0	0.0		1982	1	1	__NA__	4	5	4	1.0	__NA__	5.0	99	24.0	1	1	1.0	2	1	2	2	12.0	__NA__	1
562	563.0	1		1.0	100	5	5	5	2	2	2	1	6.0	61.0	90	51.0	80.0	97.0	51.0	91.0	5.0	81.0	41.0	21.0	81.0	91.0	61.0	75.0	41.0	96.0	1	2	6.0				2.0	3.0	7	3	5	4	3	4	4	4	2	4	3	3.0	__NA__		__NA__		3.0	4	1	6	1	1	4	6	7	2	1	2	4	1	2	2	3	1.0	4.0	5	2	1.0	2	1.0	1	2	7.0		4.0		2	4	3	3	7	6	1	3	3	5	3	3	4	3	4	2.0	2.0	2.0	2.0	2.0	2.0							1	4.0	1		6.0			3.0	3.0	3	3.0		1	6	2	2.0	1	5	2.0	4.0	5.0	5.0	5.0	2	2	99	1.0	5	0.0	10.0	0.0	0.0	0	0.0		1936	1	1	__NA__	2	5	4	2.0	__NA__	5.0	99	23.0	1	3	4.0	3	1	2	6	2.0	__NA__	1
